subgroup_id,timestamp,line_id,machine_id,product_id,shift,sample_number,ctq_dimension_mm,lsl_mm,usl_mm
SG-MC-01-2024011516,2024-01-15 16:00:00,LINE-A,MC-01,PRD-D,C,1,59.95971362174633,59.78,60.22
SG-MC-01-2024011516,2024-01-15 16:00:00,LINE-A,MC-01,PRD-D,C,2,59.96863198000753,59.78,60.22
SG-MC-01-2024011516,2024-01-15 16:00:00,LINE-A,MC-01,PRD-D,C,3,59.99465324208817,59.78,60.22
SG-MC-01-2024011516,2024-01-15 16:00:00,LINE-A,MC-01,PRD-D,C,4,60.03535119265342,59.78,60.22
SG-MC-01-2024011516,2024-01-15 16:00:00,LINE-A,MC-01,PRD-D,C,5,59.988317251766205,59.78,60.22
SG-MC-01-2024011600,2024-01-16 00:00:00,LINE-A,MC-01,PRD-D,A,1,59.99920807573103,59.78,60.22
SG-MC-01-2024011600,2024-01-16 00:00:00,LINE-A,MC-01,PRD-D,A,2,59.974460095903,59.78,60.22
SG-MC-01-2024011600,2024-01-16 00:00:00,LINE-A,MC-01,PRD-D,A,3,59.98367589948952,59.78,60.22
SG-MC-01-2024011600,2024-01-16 00:00:00,LINE-A,MC-01,PRD-D,A,4,60.00266474513971,59.78,60.22
SG-MC-01-2024011600,2024-01-16 00:00:00,LINE-A,MC-01,PRD-D,A,5,59.97123135186337,59.78,60.22
SG-MC-01-2024011608,2024-01-16 08:00:00,LINE-A,MC-01,PRD-D,B,1,59.9581391592093,59.78,60.22
SG-MC-01-2024011608,2024-01-16 08:00:00,LINE-A,MC-01,PRD-D,B,2,59.99675579706059,59.78,60.22
SG-MC-01-2024011608,2024-01-16 08:00:00,LINE-A,MC-01,PRD-D,B,3,59.94400574388757,59.78,60.22
SG-MC-01-2024011608,2024-01-16 08:00:00,LINE-A,MC-01,PRD-D,B,4,60.01358607273608,59.78,60.22
SG-MC-01-2024011608,2024-01-16 08:00:00,LINE-A,MC-01,PRD-D,B,5,59.99610973660067,59.78,60.22
SG-MC-01-2024011616,2024-01-16 16:00:00,LINE-A,MC-01,PRD-D,C,1,59.95806745153242,59.78,60.22
SG-MC-01-2024011616,2024-01-16 16:00:00,LINE-A,MC-01,PRD-D,C,2,59.94962267482108,59.78,60.22
SG-MC-01-2024011616,2024-01-16 16:00:00,LINE-A,MC-01,PRD-D,C,3,59.99508555050903,59.78,60.22
SG-MC-01-2024011616,2024-01-16 16:00:00,LINE-A,MC-01,PRD-D,C,4,59.94451991419295,59.78,60.22
SG-MC-01-2024011616,2024-01-16 16:00:00,LINE-A,MC-01,PRD-D,C,5,59.99641414638878,59.78,60.22
SG-MC-01-2024011700,2024-01-17 00:00:00,LINE-A,MC-01,PRD-A,A,1,24.96819133746324,24.85,25.15
SG-MC-01-2024011700,2024-01-17 00:00:00,LINE-A,MC-01,PRD-A,A,2,25.052485932205435,24.85,25.15
SG-MC-01-2024011700,2024-01-17 00:00:00,LINE-A,MC-01,PRD-A,A,3,25.005873412223007,24.85,25.15
SG-MC-01-2024011700,2024-01-17 00:00:00,LINE-A,MC-01,PRD-A,A,4,24.95302626924529,24.85,25.15
SG-MC-01-2024011700,2024-01-17 00:00:00,LINE-A,MC-01,PRD-A,A,5,24.977729620435923,24.85,25.15
SG-MC-01-2024011708,2024-01-17 08:00:00,LINE-A,MC-01,PRD-A,B,1,24.944069321964868,24.85,25.15
SG-MC-01-2024011708,2024-01-17 08:00:00,LINE-A,MC-01,PRD-A,B,2,25.005968249996318,24.85,25.15
SG-MC-01-2024011708,2024-01-17 08:00:00,LINE-A,MC-01,PRD-A,B,3,25.049697427605423,24.85,25.15
SG-MC-01-2024011708,2024-01-17 08:00:00,LINE-A,MC-01,PRD-A,B,4,25.02184048187003,24.85,25.15
SG-MC-01-2024011708,2024-01-17 08:00:00,LINE-A,MC-01,PRD-A,B,5,25.013859305386067,24.85,25.15
SG-MC-01-2024011716,2024-01-17 16:00:00,LINE-A,MC-01,PRD-A,C,1,25.026208029778882,24.85,25.15
SG-MC-01-2024011716,2024-01-17 16:00:00,LINE-A,MC-01,PRD-A,C,2,24.996872911172183,24.85,25.15
SG-MC-01-2024011716,2024-01-17 16:00:00,LINE-A,MC-01,PRD-A,C,3,25.038169794799977,24.85,25.15
SG-MC-01-2024011716,2024-01-17 16:00:00,LINE-A,MC-01,PRD-A,C,4,25.02373520571607,24.85,25.15
SG-MC-01-2024011716,2024-01-17 16:00:00,LINE-A,MC-01,PRD-A,C,5,25.051787819511578,24.85,25.15
SG-MC-01-2024011800,2024-01-18 00:00:00,LINE-A,MC-01,PRD-A,A,1,25.009286917895224,24.85,25.15
SG-MC-01-2024011800,2024-01-18 00:00:00,LINE-A,MC-01,PRD-A,A,2,25.006709392469407,24.85,25.15
SG-MC-01-2024011800,2024-01-18 00:00:00,LINE-A,MC-01,PRD-A,A,3,24.96608694442292,24.85,25.15
SG-MC-01-2024011800,2024-01-18 00:00:00,LINE-A,MC-01,PRD-A,A,4,25.05215935389395,24.85,25.15
SG-MC-01-2024011800,2024-01-18 00:00:00,LINE-A,MC-01,PRD-A,A,5,25.056901226804396,24.85,25.15
SG-MC-01-2024011808,2024-01-18 08:00:00,LINE-A,MC-01,PRD-A,B,1,24.993529453196636,24.85,25.15
SG-MC-01-2024011808,2024-01-18 08:00:00,LINE-A,MC-01,PRD-A,B,2,24.989165186236253,24.85,25.15
SG-MC-01-2024011808,2024-01-18 08:00:00,LINE-A,MC-01,PRD-A,B,3,25.014626750178937,24.85,25.15
SG-MC-01-2024011808,2024-01-18 08:00:00,LINE-A,MC-01,PRD-A,B,4,25.03162603682296,24.85,25.15
SG-MC-01-2024011808,2024-01-18 08:00:00,LINE-A,MC-01,PRD-A,B,5,25.040462973726928,24.85,25.15
SG-MC-01-2024011816,2024-01-18 16:00:00,LINE-A,MC-01,PRD-A,C,1,24.969635893456598,24.85,25.15
SG-MC-01-2024011816,2024-01-18 16:00:00,LINE-A,MC-01,PRD-A,C,2,25.038396341958286,24.85,25.15
SG-MC-01-2024011816,2024-01-18 16:00:00,LINE-A,MC-01,PRD-A,C,3,25.080336097981142,24.85,25.15
SG-MC-01-2024011816,2024-01-18 16:00:00,LINE-A,MC-01,PRD-A,C,4,25.026952326465718,24.85,25.15
SG-MC-01-2024011816,2024-01-18 16:00:00,LINE-A,MC-01,PRD-A,C,5,25.034341437409118,24.85,25.15
SG-MC-01-2024011900,2024-01-19 00:00:00,LINE-A,MC-01,PRD-B,A,1,80.07975530113443,79.72,80.28
SG-MC-01-2024011900,2024-01-19 00:00:00,LINE-A,MC-01,PRD-B,A,2,79.97474317606111,79.72,80.28
SG-MC-01-2024011900,2024-01-19 00:00:00,LINE-A,MC-01,PRD-B,A,3,80.01305588560771,79.72,80.28
SG-MC-01-2024011900,2024-01-19 00:00:00,LINE-A,MC-01,PRD-B,A,4,79.99749840673819,79.72,80.28
SG-MC-01-2024011900,2024-01-19 00:00:00,LINE-A,MC-01,PRD-B,A,5,79.98439347155949,79.72,80.28
SG-MC-01-2024011908,2024-01-19 08:00:00,LINE-A,MC-01,PRD-B,B,1,79.97735351378833,79.72,80.28
SG-MC-01-2024011908,2024-01-19 08:00:00,LINE-A,MC-01,PRD-B,B,2,80.05564847627014,79.72,80.28
SG-MC-01-2024011908,2024-01-19 08:00:00,LINE-A,MC-01,PRD-B,B,3,79.97646049496056,79.72,80.28
SG-MC-01-2024011908,2024-01-19 08:00:00,LINE-A,MC-01,PRD-B,B,4,79.97200832045883,79.72,80.28
SG-MC-01-2024011908,2024-01-19 08:00:00,LINE-A,MC-01,PRD-B,B,5,80.02638070471895,79.72,80.28
SG-MC-01-2024011916,2024-01-19 16:00:00,LINE-A,MC-01,PRD-B,C,1,79.95853386969095,79.72,80.28
SG-MC-01-2024011916,2024-01-19 16:00:00,LINE-A,MC-01,PRD-B,C,2,80.06917774470823,79.72,80.28
SG-MC-01-2024011916,2024-01-19 16:00:00,LINE-A,MC-01,PRD-B,C,3,79.95936127230034,79.72,80.28
SG-MC-01-2024011916,2024-01-19 16:00:00,LINE-A,MC-01,PRD-B,C,4,80.01304998515336,79.72,80.28
SG-MC-01-2024011916,2024-01-19 16:00:00,LINE-A,MC-01,PRD-B,C,5,80.00862662159685,79.72,80.28
SG-MC-01-2024012000,2024-01-20 00:00:00,LINE-A,MC-01,PRD-B,A,1,79.95863102958373,79.72,80.28
SG-MC-01-2024012000,2024-01-20 00:00:00,LINE-A,MC-01,PRD-B,A,2,80.05624506985623,79.72,80.28
SG-MC-01-2024012000,2024-01-20 00:00:00,LINE-A,MC-01,PRD-B,A,3,80.05446733328753,79.72,80.28
SG-MC-01-2024012000,2024-01-20 00:00:00,LINE-A,MC-01,PRD-B,A,4,80.03091876439434,79.72,80.28
SG-MC-01-2024012000,2024-01-20 00:00:00,LINE-A,MC-01,PRD-B,A,5,80.01752525177092,79.72,80.28
SG-MC-01-2024012008,2024-01-20 08:00:00,LINE-A,MC-01,PRD-B,B,1,79.99693158672561,79.72,80.28
SG-MC-01-2024012008,2024-01-20 08:00:00,LINE-A,MC-01,PRD-B,B,2,80.0229637858161,79.72,80.28
SG-MC-01-2024012008,2024-01-20 08:00:00,LINE-A,MC-01,PRD-B,B,3,80.06326838185315,79.72,80.28
SG-MC-01-2024012008,2024-01-20 08:00:00,LINE-A,MC-01,PRD-B,B,4,80.03924876131737,79.72,80.28
SG-MC-01-2024012008,2024-01-20 08:00:00,LINE-A,MC-01,PRD-B,B,5,80.07339403992904,79.72,80.28
SG-MC-01-2024012016,2024-01-20 16:00:00,LINE-A,MC-01,PRD-B,C,1,79.98328978282491,79.72,80.28
SG-MC-01-2024012016,2024-01-20 16:00:00,LINE-A,MC-01,PRD-B,C,2,80.04611999112086,79.72,80.28
SG-MC-01-2024012016,2024-01-20 16:00:00,LINE-A,MC-01,PRD-B,C,3,79.9984221363394,79.72,80.28
SG-MC-01-2024012016,2024-01-20 16:00:00,LINE-A,MC-01,PRD-B,C,4,79.99038695211432,79.72,80.28
SG-MC-01-2024012016,2024-01-20 16:00:00,LINE-A,MC-01,PRD-B,C,5,80.03880243417785,79.72,80.28
SG-MC-01-2024012100,2024-01-21 00:00:00,LINE-A,MC-01,PRD-C,A,1,42.03265180177294,41.8,42.2
SG-MC-01-2024012100,2024-01-21 00:00:00,LINE-A,MC-01,PRD-C,A,2,42.072754036193544,41.8,42.2
SG-MC-01-2024012100,2024-01-21 00:00:00,LINE-A,MC-01,PRD-C,A,3,41.99769342153921,41.8,42.2
SG-MC-01-2024012100,2024-01-21 00:00:00,LINE-A,MC-01,PRD-C,A,4,41.99707185844909,41.8,42.2
SG-MC-01-2024012100,2024-01-21 00:00:00,LINE-A,MC-01,PRD-C,A,5,42.001846396505236,41.8,42.2
SG-MC-01-2024012108,2024-01-21 08:00:00,LINE-A,MC-01,PRD-C,B,1,41.98646380271257,41.8,42.2
SG-MC-01-2024012108,2024-01-21 08:00:00,LINE-A,MC-01,PRD-C,B,2,42.00246473696693,41.8,42.2
SG-MC-01-2024012108,2024-01-21 08:00:00,LINE-A,MC-01,PRD-C,B,3,41.992505894739985,41.8,42.2
SG-MC-01-2024012108,2024-01-21 08:00:00,LINE-A,MC-01,PRD-C,B,4,42.086759387612695,41.8,42.2
SG-MC-01-2024012108,2024-01-21 08:00:00,LINE-A,MC-01,PRD-C,B,5,42.10722611410337,41.8,42.2
SG-MC-01-2024012116,2024-01-21 16:00:00,LINE-A,MC-01,PRD-C,C,1,42.046185947625766,41.8,42.2
SG-MC-01-2024012116,2024-01-21 16:00:00,LINE-A,MC-01,PRD-C,C,2,42.003726078736044,41.8,42.2
SG-MC-01-2024012116,2024-01-21 16:00:00,LINE-A,MC-01,PRD-C,C,3,42.0411611658125,41.8,42.2
SG-MC-01-2024012116,2024-01-21 16:00:00,LINE-A,MC-01,PRD-C,C,4,41.98881923449009,41.8,42.2
SG-MC-01-2024012116,2024-01-21 16:00:00,LINE-A,MC-01,PRD-C,C,5,42.05339548843356,41.8,42.2
SG-MC-01-2024012200,2024-01-22 00:00:00,LINE-A,MC-01,PRD-C,A,1,42.029589040938085,41.8,42.2
SG-MC-01-2024012200,2024-01-22 00:00:00,LINE-A,MC-01,PRD-C,A,2,41.99932885358632,41.8,42.2
SG-MC-01-2024012200,2024-01-22 00:00:00,LINE-A,MC-01,PRD-C,A,3,42.023588135832654,41.8,42.2
SG-MC-01-2024012200,2024-01-22 00:00:00,LINE-A,MC-01,PRD-C,A,4,41.97310428991923,41.8,42.2
SG-MC-01-2024012200,2024-01-22 00:00:00,LINE-A,MC-01,PRD-C,A,5,41.988174634748034,41.8,42.2
SG-MC-01-2024012208,2024-01-22 08:00:00,LINE-A,MC-01,PRD-C,B,1,41.96618893372314,41.8,42.2
SG-MC-01-2024012208,2024-01-22 08:00:00,LINE-A,MC-01,PRD-C,B,2,41.97682217548751,41.8,42.2
SG-MC-01-2024012208,2024-01-22 08:00:00,LINE-A,MC-01,PRD-C,B,3,42.04832119850394,41.8,42.2
SG-MC-01-2024012208,2024-01-22 08:00:00,LINE-A,MC-01,PRD-C,B,4,42.03294425175644,41.8,42.2
SG-MC-01-2024012208,2024-01-22 08:00:00,LINE-A,MC-01,PRD-C,B,5,41.97644744244271,41.8,42.2
SG-MC-01-2024012216,2024-01-22 16:00:00,LINE-A,MC-01,PRD-C,C,1,42.03856940580248,41.8,42.2
SG-MC-01-2024012216,2024-01-22 16:00:00,LINE-A,MC-01,PRD-C,C,2,41.996711304075355,41.8,42.2
SG-MC-01-2024012216,2024-01-22 16:00:00,LINE-A,MC-01,PRD-C,C,3,41.932141202981725,41.8,42.2
SG-MC-01-2024012216,2024-01-22 16:00:00,LINE-A,MC-01,PRD-C,C,4,41.95492075949758,41.8,42.2
SG-MC-01-2024012216,2024-01-22 16:00:00,LINE-A,MC-01,PRD-C,C,5,41.9669726269724,41.8,42.2
SG-MC-01-2024012300,2024-01-23 00:00:00,LINE-A,MC-01,PRD-D,A,1,59.93695419490723,59.78,60.22
SG-MC-01-2024012300,2024-01-23 00:00:00,LINE-A,MC-01,PRD-D,A,2,59.99945239827284,59.78,60.22
SG-MC-01-2024012300,2024-01-23 00:00:00,LINE-A,MC-01,PRD-D,A,3,60.05985351536477,59.78,60.22
SG-MC-01-2024012300,2024-01-23 00:00:00,LINE-A,MC-01,PRD-D,A,4,60.027302767656295,59.78,60.22
SG-MC-01-2024012300,2024-01-23 00:00:00,LINE-A,MC-01,PRD-D,A,5,59.97867231542182,59.78,60.22
SG-MC-01-2024012308,2024-01-23 08:00:00,LINE-A,MC-01,PRD-D,B,1,59.978308518058384,59.78,60.22
SG-MC-01-2024012308,2024-01-23 08:00:00,LINE-A,MC-01,PRD-D,B,2,60.01263464015943,59.78,60.22
SG-MC-01-2024012308,2024-01-23 08:00:00,LINE-A,MC-01,PRD-D,B,3,59.97232863796333,59.78,60.22
SG-MC-01-2024012308,2024-01-23 08:00:00,LINE-A,MC-01,PRD-D,B,4,60.049554836598844,59.78,60.22
SG-MC-01-2024012308,2024-01-23 08:00:00,LINE-A,MC-01,PRD-D,B,5,60.02431693903947,59.78,60.22
SG-MC-01-2024012316,2024-01-23 16:00:00,LINE-A,MC-01,PRD-D,C,1,59.99782685713173,59.78,60.22
SG-MC-01-2024012316,2024-01-23 16:00:00,LINE-A,MC-01,PRD-D,C,2,60.00860024877032,59.78,60.22
SG-MC-01-2024012316,2024-01-23 16:00:00,LINE-A,MC-01,PRD-D,C,3,59.956477524530364,59.78,60.22
SG-MC-01-2024012316,2024-01-23 16:00:00,LINE-A,MC-01,PRD-D,C,4,60.001473065751846,59.78,60.22
SG-MC-01-2024012316,2024-01-23 16:00:00,LINE-A,MC-01,PRD-D,C,5,60.01085136029716,59.78,60.22
SG-MC-01-2024012400,2024-01-24 00:00:00,LINE-A,MC-01,PRD-D,A,1,59.98648776348286,59.78,60.22
SG-MC-01-2024012400,2024-01-24 00:00:00,LINE-A,MC-01,PRD-D,A,2,60.0056054149278,59.78,60.22
SG-MC-01-2024012400,2024-01-24 00:00:00,LINE-A,MC-01,PRD-D,A,3,59.97106716886159,59.78,60.22
SG-MC-01-2024012400,2024-01-24 00:00:00,LINE-A,MC-01,PRD-D,A,4,60.01056154953332,59.78,60.22
SG-MC-01-2024012400,2024-01-24 00:00:00,LINE-A,MC-01,PRD-D,A,5,59.96883204844622,59.78,60.22
SG-MC-01-2024012408,2024-01-24 08:00:00,LINE-A,MC-01,PRD-D,B,1,59.98491536102883,59.78,60.22
SG-MC-01-2024012408,2024-01-24 08:00:00,LINE-A,MC-01,PRD-D,B,2,60.011608381285654,59.78,60.22
SG-MC-01-2024012408,2024-01-24 08:00:00,LINE-A,MC-01,PRD-D,B,3,60.00763063499691,59.78,60.22
SG-MC-01-2024012408,2024-01-24 08:00:00,LINE-A,MC-01,PRD-D,B,4,59.968877849753895,59.78,60.22
SG-MC-01-2024012408,2024-01-24 08:00:00,LINE-A,MC-01,PRD-D,B,5,59.89475266503783,59.78,60.22
SG-MC-01-2024012416,2024-01-24 16:00:00,LINE-A,MC-01,PRD-D,C,1,59.940685397327215,59.78,60.22
SG-MC-01-2024012416,2024-01-24 16:00:00,LINE-A,MC-01,PRD-D,C,2,59.987711102042496,59.78,60.22
SG-MC-01-2024012416,2024-01-24 16:00:00,LINE-A,MC-01,PRD-D,C,3,59.98078528792159,59.78,60.22
SG-MC-01-2024012416,2024-01-24 16:00:00,LINE-A,MC-01,PRD-D,C,4,60.02173038812563,59.78,60.22
SG-MC-01-2024012416,2024-01-24 16:00:00,LINE-A,MC-01,PRD-D,C,5,59.99823731017305,59.78,60.22
SG-MC-01-2024012500,2024-01-25 00:00:00,LINE-A,MC-01,PRD-A,A,1,25.045977037159656,24.85,25.15
SG-MC-01-2024012500,2024-01-25 00:00:00,LINE-A,MC-01,PRD-A,A,2,25.00881514428311,24.85,25.15
SG-MC-01-2024012500,2024-01-25 00:00:00,LINE-A,MC-01,PRD-A,A,3,24.99474974612847,24.85,25.15
SG-MC-01-2024012500,2024-01-25 00:00:00,LINE-A,MC-01,PRD-A,A,4,24.95274600277522,24.85,25.15
SG-MC-01-2024012500,2024-01-25 00:00:00,LINE-A,MC-01,PRD-A,A,5,25.03364162195553,24.85,25.15
SG-MC-01-2024012508,2024-01-25 08:00:00,LINE-A,MC-01,PRD-A,B,1,25.005432655316394,24.85,25.15
SG-MC-01-2024012508,2024-01-25 08:00:00,LINE-A,MC-01,PRD-A,B,2,25.025576086281344,24.85,25.15
SG-MC-01-2024012508,2024-01-25 08:00:00,LINE-A,MC-01,PRD-A,B,3,25.035148520604828,24.85,25.15
SG-MC-01-2024012508,2024-01-25 08:00:00,LINE-A,MC-01,PRD-A,B,4,25.00311785029065,24.85,25.15
SG-MC-01-2024012508,2024-01-25 08:00:00,LINE-A,MC-01,PRD-A,B,5,24.972702004512964,24.85,25.15
SG-MC-01-2024012516,2024-01-25 16:00:00,LINE-A,MC-01,PRD-A,C,1,25.067091962985867,24.85,25.15
SG-MC-01-2024012516,2024-01-25 16:00:00,LINE-A,MC-01,PRD-A,C,2,24.983729781296596,24.85,25.15
SG-MC-01-2024012516,2024-01-25 16:00:00,LINE-A,MC-01,PRD-A,C,3,25.00997635513853,24.85,25.15
SG-MC-01-2024012516,2024-01-25 16:00:00,LINE-A,MC-01,PRD-A,C,4,25.001147160578434,24.85,25.15
SG-MC-01-2024012516,2024-01-25 16:00:00,LINE-A,MC-01,PRD-A,C,5,25.03473125246565,24.85,25.15
SG-MC-01-2024012600,2024-01-26 00:00:00,LINE-A,MC-01,PRD-A,A,1,24.919923019007864,24.85,25.15
SG-MC-01-2024012600,2024-01-26 00:00:00,LINE-A,MC-01,PRD-A,A,2,25.01377825274345,24.85,25.15
SG-MC-01-2024012600,2024-01-26 00:00:00,LINE-A,MC-01,PRD-A,A,3,25.0072867526789,24.85,25.15
SG-MC-01-2024012600,2024-01-26 00:00:00,LINE-A,MC-01,PRD-A,A,4,25.003701223545328,24.85,25.15
SG-MC-01-2024012600,2024-01-26 00:00:00,LINE-A,MC-01,PRD-A,A,5,25.061318846077867,24.85,25.15
SG-MC-01-2024012608,2024-01-26 08:00:00,LINE-A,MC-01,PRD-A,B,1,24.99553242406139,24.85,25.15
SG-MC-01-2024012608,2024-01-26 08:00:00,LINE-A,MC-01,PRD-A,B,2,24.998029816395565,24.85,25.15
SG-MC-01-2024012608,2024-01-26 08:00:00,LINE-A,MC-01,PRD-A,B,3,25.013106137638214,24.85,25.15
SG-MC-01-2024012608,2024-01-26 08:00:00,LINE-A,MC-01,PRD-A,B,4,25.074312026924982,24.85,25.15
SG-MC-01-2024012608,2024-01-26 08:00:00,LINE-A,MC-01,PRD-A,B,5,25.00347214949899,24.85,25.15
SG-MC-01-2024012616,2024-01-26 16:00:00,LINE-A,MC-01,PRD-A,C,1,25.064132010874406,24.85,25.15
SG-MC-01-2024012616,2024-01-26 16:00:00,LINE-A,MC-01,PRD-A,C,2,24.99220375434447,24.85,25.15
SG-MC-01-2024012616,2024-01-26 16:00:00,LINE-A,MC-01,PRD-A,C,3,24.97061438629821,24.85,25.15
SG-MC-01-2024012616,2024-01-26 16:00:00,LINE-A,MC-01,PRD-A,C,4,25.069514339715226,24.85,25.15
SG-MC-01-2024012616,2024-01-26 16:00:00,LINE-A,MC-01,PRD-A,C,5,25.01667376974463,24.85,25.15
SG-MC-01-2024012700,2024-01-27 00:00:00,LINE-A,MC-01,PRD-B,A,1,80.02702515830522,79.72,80.28
SG-MC-01-2024012700,2024-01-27 00:00:00,LINE-A,MC-01,PRD-B,A,2,80.02858028008062,79.72,80.28
SG-MC-01-2024012700,2024-01-27 00:00:00,LINE-A,MC-01,PRD-B,A,3,80.01114024117612,79.72,80.28
SG-MC-01-2024012700,2024-01-27 00:00:00,LINE-A,MC-01,PRD-B,A,4,79.98219541194322,79.72,80.28
SG-MC-01-2024012700,2024-01-27 00:00:00,LINE-A,MC-01,PRD-B,A,5,79.96362167948075,79.72,80.28
SG-MC-01-2024012708,2024-01-27 08:00:00,LINE-A,MC-01,PRD-B,B,1,80.02056736384718,79.72,80.28
SG-MC-01-2024012708,2024-01-27 08:00:00,LINE-A,MC-01,PRD-B,B,2,80.00531038888738,79.72,80.28
SG-MC-01-2024012708,2024-01-27 08:00:00,LINE-A,MC-01,PRD-B,B,3,79.91229900056675,79.72,80.28
SG-MC-01-2024012708,2024-01-27 08:00:00,LINE-A,MC-01,PRD-B,B,4,79.99676325267433,79.72,80.28
SG-MC-01-2024012708,2024-01-27 08:00:00,LINE-A,MC-01,PRD-B,B,5,80.01142535099447,79.72,80.28
SG-MC-01-2024012716,2024-01-27 16:00:00,LINE-A,MC-01,PRD-B,C,1,80.00027789480204,79.72,80.28
SG-MC-01-2024012716,2024-01-27 16:00:00,LINE-A,MC-01,PRD-B,C,2,79.9574195694885,79.72,80.28
SG-MC-01-2024012716,2024-01-27 16:00:00,LINE-A,MC-01,PRD-B,C,3,79.95840930266691,79.72,80.28
SG-MC-01-2024012716,2024-01-27 16:00:00,LINE-A,MC-01,PRD-B,C,4,80.0102734466641,79.72,80.28
SG-MC-01-2024012716,2024-01-27 16:00:00,LINE-A,MC-01,PRD-B,C,5,80.00570158091763,79.72,80.28
SG-MC-01-2024012800,2024-01-28 00:00:00,LINE-A,MC-01,PRD-B,A,1,80.00837928924203,79.72,80.28
SG-MC-01-2024012800,2024-01-28 00:00:00,LINE-A,MC-01,PRD-B,A,2,80.03499207758101,79.72,80.28
SG-MC-01-2024012800,2024-01-28 00:00:00,LINE-A,MC-01,PRD-B,A,3,80.12142952276432,79.72,80.28
SG-MC-01-2024012800,2024-01-28 00:00:00,LINE-A,MC-01,PRD-B,A,4,80.02528875549704,79.72,80.28
SG-MC-01-2024012800,2024-01-28 00:00:00,LINE-A,MC-01,PRD-B,A,5,80.05017497909688,79.72,80.28
SG-MC-01-2024012808,2024-01-28 08:00:00,LINE-A,MC-01,PRD-B,B,1,80.03486093044945,79.72,80.28
SG-MC-01-2024012808,2024-01-28 08:00:00,LINE-A,MC-01,PRD-B,B,2,80.06233757843702,79.72,80.28
SG-MC-01-2024012808,2024-01-28 08:00:00,LINE-A,MC-01,PRD-B,B,3,79.96050522436485,79.72,80.28
SG-MC-01-2024012808,2024-01-28 08:00:00,LINE-A,MC-01,PRD-B,B,4,80.065289133312,79.72,80.28
SG-MC-01-2024012808,2024-01-28 08:00:00,LINE-A,MC-01,PRD-B,B,5,79.98609491738556,79.72,80.28
SG-MC-01-2024012816,2024-01-28 16:00:00,LINE-A,MC-01,PRD-B,C,1,79.99798718860472,79.72,80.28
SG-MC-01-2024012816,2024-01-28 16:00:00,LINE-A,MC-01,PRD-B,C,2,80.01141664394457,79.72,80.28
SG-MC-01-2024012816,2024-01-28 16:00:00,LINE-A,MC-01,PRD-B,C,3,80.0387700612054,79.72,80.28
SG-MC-01-2024012816,2024-01-28 16:00:00,LINE-A,MC-01,PRD-B,C,4,80.02351373580692,79.72,80.28
SG-MC-01-2024012816,2024-01-28 16:00:00,LINE-A,MC-01,PRD-B,C,5,80.07308806221226,79.72,80.28
SG-MC-01-2024012900,2024-01-29 00:00:00,LINE-A,MC-01,PRD-C,A,1,42.040055903889794,41.8,42.2
SG-MC-01-2024012900,2024-01-29 00:00:00,LINE-A,MC-01,PRD-C,A,2,41.963485613763815,41.8,42.2
SG-MC-01-2024012900,2024-01-29 00:00:00,LINE-A,MC-01,PRD-C,A,3,42.02667019062403,41.8,42.2
SG-MC-01-2024012900,2024-01-29 00:00:00,LINE-A,MC-01,PRD-C,A,4,41.98997957490269,41.8,42.2
SG-MC-01-2024012900,2024-01-29 00:00:00,LINE-A,MC-01,PRD-C,A,5,41.99587786277215,41.8,42.2
SG-MC-01-2024012908,2024-01-29 08:00:00,LINE-A,MC-01,PRD-C,B,1,42.09254276969243,41.8,42.2
SG-MC-01-2024012908,2024-01-29 08:00:00,LINE-A,MC-01,PRD-C,B,2,42.032036342406904,41.8,42.2
SG-MC-01-2024012908,2024-01-29 08:00:00,LINE-A,MC-01,PRD-C,B,3,41.93948861833305,41.8,42.2
SG-MC-01-2024012908,2024-01-29 08:00:00,LINE-A,MC-01,PRD-C,B,4,42.03889386012321,41.8,42.2
SG-MC-01-2024012908,2024-01-29 08:00:00,LINE-A,MC-01,PRD-C,B,5,42.10672933704952,41.8,42.2
SG-MC-01-2024012916,2024-01-29 16:00:00,LINE-A,MC-01,PRD-C,C,1,42.01928337204922,41.8,42.2
SG-MC-01-2024012916,2024-01-29 16:00:00,LINE-A,MC-01,PRD-C,C,2,42.08089533416434,41.8,42.2
SG-MC-01-2024012916,2024-01-29 16:00:00,LINE-A,MC-01,PRD-C,C,3,42.03654571515734,41.8,42.2
SG-MC-01-2024012916,2024-01-29 16:00:00,LINE-A,MC-01,PRD-C,C,4,41.97675077608615,41.8,42.2
SG-MC-01-2024012916,2024-01-29 16:00:00,LINE-A,MC-01,PRD-C,C,5,42.0034734121721,41.8,42.2
SG-MC-01-2024013000,2024-01-30 00:00:00,LINE-A,MC-01,PRD-C,A,1,41.99514770718915,41.8,42.2
SG-MC-01-2024013000,2024-01-30 00:00:00,LINE-A,MC-01,PRD-C,A,2,42.06293397989451,41.8,42.2
SG-MC-01-2024013000,2024-01-30 00:00:00,LINE-A,MC-01,PRD-C,A,3,42.08395058794666,41.8,42.2
SG-MC-01-2024013000,2024-01-30 00:00:00,LINE-A,MC-01,PRD-C,A,4,41.97175864946099,41.8,42.2
SG-MC-01-2024013000,2024-01-30 00:00:00,LINE-A,MC-01,PRD-C,A,5,42.035482228169236,41.8,42.2
SG-MC-01-2024013008,2024-01-30 08:00:00,LINE-A,MC-01,PRD-C,B,1,42.08634645046232,41.8,42.2
